Pollinator_gen_sp,Site_ID,Round,Plant_gen_sp,Pollinator_genus,Pollinator_species,Out,Pollinator_id,Pollinator_sex,Frequency,Morphospecie2
Acmaeoderella adspersula,Lasmulas,7,Myrtus communis,Acmaeoderella,adspersula,out,BF516,NA,2,morpho_82
Agapanthia asphodeli,Niebla,5,Thapsia villosa,Agapanthia,asphodeli,out,no_captured,male,2,morpho_72
Amegilla albigena,LaRocina,7,Myrtus communis,Amegilla,albigena,focal,BF622,female,11,morpho_15
Amegilla albigena,Villamanriquesur,7,Myrtus communis,Amegilla,albigena,focal,BF620,female,5,morpho_15
Amegilla albigena,Lasmulas,7,Myrtus communis,Amegilla,albigena,focal,BF619,female,7,morpho_15
Amegilla albigena,Villamanriquesur,7,Myrtus communis,Amegilla,albigena,focal,BF623,female,6,morpho_15
Amegilla albigena,Lasmulas,7,Myrtus communis,Amegilla,albigena,focal,BF617,female,6,morpho_15
Amegilla albigena,Villamanriquesur,7,Myrtus communis,Amegilla,albigena,focal,BF618,female,7,morpho_15
Amegilla fasciata,LaRocina,7,Myrtus communis,Amegilla,fasciata,focal,BF616,female,13,morpho_15
Amegilla quadrifasciata,Aznalcazar,7,Myrtus communis,Amegilla,quadrifasciata,out,BF624,female,2,morpho_15
Amegilla quadrifasciata,PinaresdeHinojos,7,Myrtus communis,Amegilla,quadrifasciata,focal,BF621,female,6,morpho_15
Ammophila heydeni,Bonares,7,Thymus mastichina,Ammophila,heydeni,transect,BF675,female,6,morpho_5
Ammophila heydeni,ConventodelaLuz,6,Halimium halimifolium,Ammophila,heydeni,transect,BF679,male,3,morpho_5
Ancistrocerus biphaleratus,Bonares,6,Thapsia villosa,Ancistrocerus,biphaleratus,transect,BF693,female,1,morpho_40
Ancistrocerus gazella,Pinodelcuervo,6,Cistus crispus,Ancistrocerus,gazella,transect,BF669,NA,1,morpho_40
Ancistrocerus reconditus,Pinodelcuervo,6,Cistus crispus,Ancistrocerus,reconditus,transect,BF686,NA,1,morpho_40
Andrena abrupta,Elpozo,5,Lavandula stoechas,Andrena,abrupta,out,BF300,male,1,morpho_98
Andrena angustior,Lasmulas,4,Cistus salvifolius,Andrena,angustior,focal,BF330,female,2,morpho_98
Andrena angustior,ConventodelaLuz,3,Cistus salvifolius,Andrena,angustior,focal,BF285,female,2,morpho_98
Andrena angustior,Elpinar,5,Convolvulus arvensis,Andrena,angustior,out,BF332,male,1,morpho_98
Andrena carbonaria,Aznalcazar,5,Cistus crispus,Andrena,carbonaria,out,BF703,male,2,morpho_22
Andrena cinerea,Esparragal,6,Linaria viscosa,Andrena,cinerea,out,BF299,female,1,morpho_98
Andrena cinerea,Esparragal,5,Cistus salvifolius,Andrena,cinerea,focal,BF65,female,1,morpho_98
Andrena cinerea,Pinodelcuervo,4,Cistus salvifolius,Andrena,cinerea,out,BF289,female,1,morpho_98
Andrena ferrugineicrus,Elpinar,2,Rosmarinus officinalis,Andrena,ferrugineicrus,transect,BF28,female,1,morpho_98
Andrena fertoni,Villamanriqueeste,3,Cistus ladanifer,Andrena,fertoni,transect,BF280,NA,2,morpho_98
Andrena flavipes,Villamanriquesur,3,Halimium commutatum,Andrena,flavipes,focal,PERDIDO,female,1,morpho_32
Andrena flavipes,Villamanriqueeste,5,Cistus crispus,Andrena,flavipes,focal,no_captured,female,1,morpho_32
Andrena flavipes,LaCunya,4,Echium plantagineum,Andrena,flavipes,focal,no_captured,female,1,morpho_32
Andrena flavipes,Aznalcazar,5,Cistus monspeliensis,Andrena,flavipes,transect,BF146,female,2,morpho_32
Andrena flavipes,LaCunya,4,Cistus salvifolius,Andrena,flavipes,out,BF276,female,2,morpho_32
Andrena flavipes,Aznalcazar,5,Cistus crispus,Andrena,flavipes,focal,BF142,female,1,morpho_32
Andrena flavipes,Villamanriqueeste,4,Cistus salvifolius,Andrena,flavipes,out,BF140,female,2,morpho_32
Andrena flavipes,Urbanizaciones,3,Lavandula stoechas,Andrena,flavipes,focal,BF283,female,2,morpho_32
Andrena flavipes,Lasmulas,5,Cistus ladanifer,Andrena,flavipes,transect,BF277,female,2,morpho_32
Andrena flavipes,Villamanriquesur,6,Cistus crispus,Andrena,flavipes,transect,no_captured,NA,3,morpho_32
Andrena flavipes,LaRocina,6,Anchusa azurea,Andrena,flavipes,out,BF333,female,2,morpho_32
Andrena flavipes,Villamanriqueeste,4,Cistus salvifolius,Andrena,flavipes,transect,BF278,male,5,morpho_32
Andrena flavipes,Niebla,6,Cistus monspeliensis,Andrena,flavipes,transect,BF284,female,2,morpho_32
Andrena flavipes,Villamanriqueeste,4,Cistus salvifolius,Andrena,flavipes,out,BF105,female,1,morpho_32
Andrena florea,ConventodelaLuz,4,Lavandula stoechas,Andrena,florea,out,PERDIDO,NA,1,morpho_32
Andrena florea,Pinodelcuervo,3,Cistus ladanifer,Andrena,florea,out,BF270,female,3,morpho_32
Andrena florea,Villamanriqueeste,3,Cistus ladanifer,Andrena,florea,out,BF282,female,1,morpho_32
Andrena hispania,Villamanriqueeste,5,Cistus crispus,Andrena,hispania,transect,BF294,male,2,morpho_21
Andrena hispania,PinaresdeHinojos,4,Cistus crispus,Andrena,hispania,transect,BF326,female,1,morpho_21
Andrena hispania,Villamanriqueeste,7,Cistus crispus,Andrena,hispania,out,BF312,female,1,morpho_21
Andrena hispania,Villamanriqueeste,5,Cistus crispus,Andrena,hispania,transect,BF293,male,5,morpho_21
Andrena hispania,Pinodelcuervo,6,Cistus crispus,Andrena,hispania,transect,BF317,female,2,morpho_21
Andrena hispania,PinaresdeHinojos,3,Cistus libanotis,Andrena,hispania,out,BF309,female,1,morpho_21
Andrena hispania,PinaresdeHinojos,3,Cistus libanotis,Andrena,hispania,out,BF310,female,2,morpho_21
Andrena hispania,Aznalcazar,5,Cistus crispus,Andrena,hispania,out,BF318,female,1,morpho_21
Andrena hispania,Pinodelcuervo,6,Cistus salvifolius,Andrena,hispania,transect,BF314,female,4,morpho_21
Andrena hispania,Elpozo,4,Cistus ladanifer,Andrena,hispania,focal,no_captured,NA,NA,morpho_21
Andrena hispania,Elpinar,5,Cistus crispus,Andrena,hispania,out,BF316,female,1,morpho_21
Andrena hispania,Pinodelcuervo,7,Lavandula stoechas,Andrena,hispania,transect,BF313,female,2,morpho_21
Andrena hispania,Elpozo,3,Cistus ladanifer,Andrena,hispania,focal,no_captured,NA,3,morpho_21
Andrena hispania,PinaresdeHinojos,4,Cistus crispus,Andrena,hispania,transect,BF311,female,3,morpho_21
Andrena hispania,Villamanriquesur,4,Cistus salvifolius,Andrena,hispania,focal,no_captured,NA,16,morpho_21
Andrena hispania,CotitodeSantaTeresa,3,Cistus albidus,Andrena,hispania,focal,no_captured,NA,16,morpho_21
Andrena hispania,Elpozo,4,Cistus ladanifer,Andrena,hispania,focal,PERDIDO,NA,NA,morpho_21
Andrena hispania,Pinodelcuervo,4,Cistus ladanifer,Andrena,hispania,transect,no_captured,NA,1,morpho_21
Andrena hispania,Elpozo,3,Cistus ladanifer,Andrena,hispania,focal,PERDIDO,NA,4,morpho_21
Andrena hispania,Bonares,7,Thymus mastichina,Andrena,hispania,transect,BF315,female,3,morpho_21
Andrena hispania,Pinodelcuervo,6,Cistus crispus,Andrena,hispania,transect,BF316,female,2,morpho_21
Andrena hispania,Elpozo,3,Cistus ladanifer,Andrena,hispania,transect,BF696,male,1,morpho_21
Andrena hispania,Elpozo,5,Cistus salvifolius,Andrena,hispania,transect,no_captured,NA,1,morpho_21
Andrena humilis,Esparragal,2,Cistus salvifolius,Andrena,humilis,focal,BF274,female,3,morpho_32
Andrena labialis,Niebla,6,Thapsia villosa,Andrena,labialis,transect,BF292,male,3,morpho_32
Andrena morio,Pinodelcuervo,6,Cistus crispus,Andrena,morio,out,no_captured,female,1,morpho_21
Andrena nigroaenaea,CotitodeSantaTeresa,3,Cistus albidus,Andrena,nigroaenaea,focal,no_captured,female,1,morpho_32
Andrena nigroaenaea,Villamanriqueeste,4,Cistus salvifolius,Andrena,nigroaenaea,out,BF149,female,1,morpho_32
Andrena nigroaenaea,Urbanizaciones,3,Halimium commutatum,Andrena,nigroaenaea,focal,no_captured,female,1,morpho_32
Andrena nigroaenaea,Villamanriqueeste,5,Cistus crispus,Andrena,nigroaenaea,focal,no_captured,female,1,morpho_32
Andrena nigroaenaea,Lasmulas,6,Echium plantagineum,Andrena,nigroaenaea,transect,BF321,female,2,morpho_32
Andrena nigroaenaea,Aznalcazar,7,Cistus crispus,Andrena,nigroaenaea,transect,BF104,female,1,morpho_32
Andrena nigroaenaea,ConventodelaLuz,3,Ulex australis,Andrena,nigroaenaea,out,BF21,male,2,morpho_32
Andrena nigroaenaea,Elpinar,2,Rosmarinus officinalis,Andrena,nigroaenaea,transect,BF19,male,1,morpho_32
Andrena nigroaenaea,Elpinar,3,Cistus albidus,Andrena,nigroaenaea,transect,BF271,female,3,morpho_32
Andrena nigroaenaea,Esparragal,2,Cistus salvifolius,Andrena,nigroaenaea,focal,BF275,female,2,morpho_32
Andrena nigroaenaea,Villamanriquesur,6,Cistus crispus,Andrena,nigroaenaea,transect,BF109,female,3,morpho_32
Andrena nigroaenaea,Bonares,2,Halimium commutatum,Andrena,nigroaenaea,transect,BF267,female,4,morpho_32
Andrena nigroaenaea,Villamanriquesur,4,Cistus salvifolius,Andrena,nigroaenaea,out,BF324,male,3,morpho_32
Andrena nigroaenaea,Villamanriquesur,4,Cistus ladanifer,Andrena,nigroaenaea,out,BF138,female,1,morpho_32
Andrena nitidiuscula,Esparragal,6,Linaria viscosa,Andrena,nitidiuscula,out,BF298,male,1,morpho_32
Andrena nitidiuscula,Aznalcazar,7,Cistus crispus,Andrena,nitidiuscula,transect,BF290,male,2,morpho_32
Andrena ovatula,Niebla,6,Convolvulus arvensis,Andrena,ovatula,transect,BF305,NA,1,morpho_98
Andrena ovatula,Bonares,6,Thapsia villosa,Andrena,ovatula,transect,BF305,female,2,morpho_98
Andrena ovatula,ConventodelaLuz,2,Teucrium fruticans,Andrena,ovatula,focal,BF23,female,1,morpho_98
Andrena rhyssonota,Lasmulas,5,Ranunculus tribbus,Andrena,rhyssonota,transect,BF107,male,1,morpho_98
Andrena rhyssonota,Elpozo,4,Cistus salvifolius,Andrena,rhyssonota,focal,BF287,male,1,morpho_98
Andrena rhyssonota,Lasmulas,4,Cistus ladanifer,Andrena,rhyssonota,out,BF325,male,1,morpho_98
Andrena rhyssonota,Elpozo,4,Cistus salvifolius,Andrena,rhyssonota,out,BF288,male,2,morpho_98
Andrena rhyssonota,Elpozo,4,Cistus salvifolius,Andrena,rhyssonota,focal,BF286,male,3,morpho_98
Andrena rhyssonota,LaCunya,6,Erica ciliaris,Andrena,rhyssonota,transect,BF113,male,2,morpho_98
Andrena rhyssonota,Niebla,6,Thapsia villosa,Andrena,rhyssonota,transect,BF304,male,1,morpho_98
Andrena rhyssonota,Bonares,3,Cistus salvifolius,Andrena,rhyssonota,transect,BF273,female,7,morpho_98
Andrena rhyssonota,Elpinar,5,Cistus salvifolius,Andrena,rhyssonota,out,BF308,male,1,morpho_98
Andrena rhyssonota,Niebla,4,Lavandula pedunculata,Andrena,rhyssonota,transect,BF272,male,1,morpho_98
Andrena rhyssonota,CotitodeSantaTeresa,4,Lavandula stoechas,Andrena,rhyssonota,transect,BF269,male,1,morpho_98
Andrena sp,Elpozo,1,Erica scoparia,Andrena,sp,focal,PERDIDO,female,1,NA
Andrena sp,Elpozo,5,Cistus salvifolius,Andrena,sp,transect,no_captured,NA,1,NA
Andrena sp,Urbanizaciones,4,Calendula arvensis,Andrena,sp,transect,PERDIDO,NA,1,NA
Andrena sp,LaRocina,4,Anchusa azurea,Andrena,sp,out,no_captured,NA,1,NA
Andrena sp,Pinodelcuervo,3,Cistus ladanifer,Andrena,sp,out,PERDIDO,NA,1,NA
Andrena sp,Elpozo,2,Erica scoparia,Andrena,sp,focal,no_captured,female,1,NA
Andrena sp,Pinodelcuervo,1,Ulex australis,Andrena,sp,focal,no_captured,female,1,NA
Andrena sp,Elpozo,2,Cistus ladanifer,Andrena,sp,focal,no_captured,male,1,NA
Andrena sp,Villamanriquesur,4,Cistus salvifolius,Andrena,sp,focal,no_captured,female,1,NA
Andrena sp,Aznalcazar,3,Teucrium fruticans,Andrena,sp,transect,no_captured,NA,1,NA
Andrena sp,LaRocina,5,Anchusa azurea,Andrena,sp,out,PERDIDO,female,1,NA
Andrena sp,CotitodeSantaTeresa,4,Cistus albidus,Andrena,sp,focal,PERDIDO,NA,1,NA
Andrena sp,Pinodelcuervo,1,Cistus ladanifer,Andrena,sp,focal,no_captured,male,1,NA
Andrena sp,Esparragal,5,Cistus salvifolius,Andrena,sp,transect,no_captured,NA,1,NA
Andrena sp,LaRocina,7,Anchusa azurea,Andrena,sp,transect,no_captured,NA,4,NA
Andrena sp,Pinodelcuervo,3,Halimium commutatum,Andrena,sp,transect,no_captured,female,1,NA
Andrena sp,LaRocina,7,Halimium halimifolium,Andrena,sp,transect,no_captured,NA,4,NA
Andrena sp,Pinodelcuervo,3,Cistus ladanifer,Andrena,sp,transect,PERDIDO,NA,1,NA
Andrena sp,LaCunya,5,Raphanus raphanistrum,Andrena,sp,out,no_captured,NA,1,NA
Andrena tenuistriata,Aznalcazar,7,Cistus crispus,Andrena,tenuistriata,transect,BF68,female,1,morpho_117
Andrena tenuistriata,PinaresdeHinojos,1,Cistus salvifolius,Andrena,tenuistriata,out,BF72,female,1,morpho_117
Andrena tenuistriata,Lasmulas,1,Cistus ladanifer,Andrena,tenuistriata,focal,BF25,female,1,morpho_117
Andrena tenuistriata,ConventodelaLuz,2,Teucrium fruticans,Andrena,tenuistriata,focal,BF45,male,1,morpho_117
Andrena tenuistriata,Elpinar,5,Convolvulus arvensis,Andrena,tenuistriata,out,BF331,male,1,morpho_117
Andrena tenuistriata,ConventodelaLuz,2,Teucrium fruticans,Andrena,tenuistriata,focal,BF56,male,1,morpho_117
Andrena tenuistriata,LaRocina,2,Rosmarinus officinalis,Andrena,tenuistriata,out,BF297,male,1,morpho_117
Andrena tenuistriata,Niebla,4,Lavandula pedunculata,Andrena,tenuistriata,transect,BF44,female,1,morpho_117
Andrena thoracica,ConventodelaLuz,2,Teucrium fruticans,Andrena,thoracica,focal,BF279,female,1,morpho_20
Andrena vulpecula,Elpinar,5,Convolvulus arvensis,Andrena,vulpecula,out,BF319,male,1,morpho_98
Andrena vulpecula,Urbanizaciones,1,Rosmarinus officinalis,Andrena,vulpecula,transect,BF14,male,1,morpho_98
Andrena vulpecula,Bonares,6,Andryala integrifolia,Andrena,vulpecula,transect,BF301,male,2,morpho_98
Anthaxia morpho1,LaRocina,3,Anchusa azurea,Anthaxia,morpho1,out,BF527,NA,1,morpho_77
Anthaxia morpho1,Pinodelcuervo,1,Halimium commutatum,Anthaxia,morpho1,focal,BF529,NA,1,morpho_77
Anthaxia morpho1,LaRocina,1,Halimium commutatum,Anthaxia,morpho1,focal,BF528,NA,1,morpho_77
Anthaxia morpho1,Bonares,1,Cistus ladanifer,Anthaxia,morpho1,transect,BF11,NA,1,morpho_77
Anthaxia morpho1,PinaresdeHinojos,3,Cistus salvifolius,Anthaxia,morpho1,focal,BF526,NA,1,morpho_77
Anthaxia sp,Lasmulas,1,Halimium commutatum,Anthaxia,sp,focal,no_captured,NA,3,morpho_115
Anthaxia sp,ConventodelaLuz,1,Cistus salvifolius,Anthaxia,sp,focal,no_captured,NA,1,morpho_115
Anthidiellum strigatum,PinaresdeHinojos,7,Myrtus communis,Anthidiellum,strigatum,focal,BF630,NA,5,morpho_43
Anthidium septemspinosum,Bonares,6,Cistus crispus,Anthidium,septemspinosum,transect,BF627,male,4,morpho_44
Anthidium septemspinosum,Niebla,7,Convolvulus arvensis,Anthidium,septemspinosum,transect,BF628,male,4,morpho_44
Anthophora aestivalis,Aznalcazar,6,Cistus crispus,Anthophora,aestivalis,out,BF588,female,4,morpho_13
Anthophora aestivalis,CotitodeSantaTeresa,2,Astragalus lusitanicus,Anthophora,aestivalis,transect,BF593,male,3,morpho_13
Anthophora atroalba,CotitodeSantaTeresa,5,Lavandula stoechas,Anthophora,atroalba,focal,BF612,female,2,morpho_13
Anthophora atroalba,Esparragal,6,Lavandula pedunculata,Anthophora,atroalba,transect,BF606,female,1,morpho_13
Anthophora bimaculata,LaRocina,5,Lavandula pedunculata,Anthophora,bimaculata,transect,BF615,male,5,morpho_14
Anthophora dispar,Urbanizaciones,1,Ulex australis,Anthophora,dispar,focal,BF598,female,3,morpho_13
Anthophora dispar,Niebla,3,Asphodelus fistulosus,Anthophora,dispar,transect,BF607,female,4,morpho_13
Anthophora dispar,Aznalcazar,5,Teucrium fruticans,Anthophora,dispar,transect,BF604,female,2,morpho_13
Anthophora dispar,Aznalcazar,1,Teucrium fruticans,Anthophora,dispar,transect,BF1,male,2,morpho_13
Anthophora dispar,Lasmulas,5,Lavandula stoechas,Anthophora,dispar,transect,BF605,female,5,morpho_13
Anthophora dispar,Urbanizaciones,4,Lavandula stoechas,Anthophora,dispar,focal,BF595,female,4,morpho_13
Anthophora dispar,Villamanriqueeste,1,Rosmarinus officinalis,Anthophora,dispar,transect,BF2,male,1,morpho_13
Anthophora dispar,Elpozo,2,Rosmarinus officinalis,Anthophora,dispar,focal,BF599,male,2,morpho_13
Anthophora dispar,CotitodeSantaTeresa,2,Astragalus lusitanicus,Anthophora,dispar,focal,BF609,female,1,morpho_13
Anthophora dispar,LaCunya,2,Rosmarinus officinalis,Anthophora,dispar,transect,BF610,female,2,morpho_13
Anthophora hispanica,Niebla,3,Astragalus lusitanicus,Anthophora,hispanica,transect,BF600,male,5,morpho_17
Anthophora hispanica,Niebla,2,Astragalus lusitanicus,Anthophora,hispanica,transect,no_captured,male,2,morpho_17
Anthophora hispanica,Lasmulas,3,Lavandula stoechas,Anthophora,hispanica,out,BF586,male,1,morpho_17
Anthophora hispanica,CotitodeSantaTeresa,1,Astragalus lusitanicus,Anthophora,hispanica,focal,no_captured,male,2,morpho_17
Anthophora hispanica,Niebla,3,Astragalus lusitanicus,Anthophora,hispanica,transect,BF596,female,2,morpho_17
Anthophora hispanica,Lasmulas,2,Cistus ladanifer,Anthophora,hispanica,transect,BF603,female,4,morpho_17
Anthophora hispanica,CotitodeSantaTeresa,2,Astragalus lusitanicus,Anthophora,hispanica,focal,no_captured,NA,3,morpho_17
Anthophora hispanica,CotitodeSantaTeresa,2,Astragalus lusitanicus,Anthophora,hispanica,transect,BF590,male,7,morpho_17
Anthophora hispanica,Niebla,1,Astragalus lusitanicus,Anthophora,hispanica,focal,BF601,female,1,morpho_17
Anthophora hispanica,Niebla,1,Astragalus lusitanicus,Anthophora,hispanica,focal,BF591,male,2,morpho_17
Anthophora hispanica,CotitodeSantaTeresa,2,Astragalus lusitanicus,Anthophora,hispanica,transect,BF602,male,2,morpho_17
Anthophora hispanica,Niebla,2,Cistus ladanifer,Anthophora,hispanica,focal,no_captured,female,1,morpho_17
Anthophora hispanica,CotitodeSantaTeresa,1,Astragalus lusitanicus,Anthophora,hispanica,focal,no_captured,female,1,morpho_17
Anthophora plumipes,CotitodeSantaTeresa,1,Lavandula stoechas,Anthophora,plumipes,focal,BF608,male,2,morpho_13
Anthophora plumipes,ConventodelaLuz,3,Cistus salvifolius,Anthophora,plumipes,focal,BF592,female,3,morpho_13
Anthophora plumipes,Esparragal,1,Halimium commutatum,Anthophora,plumipes,out,BF594,male,2,morpho_13
Anthophora retusa,ConventodelaLuz,3,Retama monosperma,Anthophora,retusa,transect,BF589,male,7,morpho_13
Anthophora retusa,ConventodelaLuz,4,Teucrium fruticans,Anthophora,retusa,transect,BF611,male,1,morpho_13
Anthophora retusa,LaCunya,3,Cerinthe gymnandra,Anthophora,retusa,transect,BF597,female,NA,morpho_13
Anthophora retusa,LaRocina,5,Lavandula pedunculata,Anthophora,retusa,transect,BF715,male,1,morpho_13
Anthophora retusa,ConventodelaLuz,2,Rosmarinus officinalis,Anthophora,retusa,transect,BF587,male,6,morpho_13
Anthophora sp,Elpinar,6,Convolvulus arvensis,Anthophora,sp,out,no_captured,NA,1,morpho_13
Anthophora sp,Aznalcazar,1,Teucrium fruticans,Anthophora,sp,focal,no_captured,male,1,morpho_13
Anthophora sp,Niebla,2,Astragalus lusitanicus,Anthophora,sp,transect,no_captured,NA,3,morpho_13
Anthophora sp,Niebla,5,Convolvulus althaeoides,Anthophora,sp,out,PERDIDO,female,1,morpho_13
Anthophora sp,Bonares,2,Halimium commutatum,Anthophora,sp,focal,no_captured,male,1,morpho_13
Anthophora sp,Villamanriqueeste,1,Rosmarinus officinalis,Anthophora,sp,focal,no_captured,female,1,morpho_13
Anthophora sp,Villamanriqueeste,1,Rosmarinus officinalis,Anthophora,sp,transect,no_captured,NA,4,morpho_13
Anthophora sp,Urbanizaciones,1,Rosmarinus officinalis,Anthophora,sp,focal,no_captured,NA,1,morpho_13
Anthophora sp,Villamanriquesur,4,Lavandula stoechas,Anthophora,sp,focal,no_captured,female,1,morpho_13
Anthophora sp,Aznalcazar,2,Teucrium fruticans,Anthophora,sp,transect,no_captured,NA,3,morpho_13
Apidae NA,Esparragal,7,Armeria velutina,Apidae,"NA",transect,no_captured,NA,1,morpho_1
Apis mellifera,ConventodelaLuz,5,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,26,morpho_2
Apis mellifera,Aznalcazar,1,Asphodelus fistulosus,Apis,mellifera,transect,no_captured,worker,12,morpho_2
Apis mellifera,Aznalcazar,5,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Aznalcazar,1,Cistus albidus,Apis,mellifera,focal,no_captured,worker,3,morpho_2
Apis mellifera,Esparragal,1,Halimium commutatum,Apis,mellifera,transect,no_captured,worker,6,morpho_2
Apis mellifera,Bonares,2,Cistus salvifolius,Apis,mellifera,transect,no_captured,worker,2,morpho_2
Apis mellifera,Villamanriqueeste,4,Cistus salvifolius,Apis,mellifera,focal,no_captured,NA,1,morpho_2
Apis mellifera,Aznalcazar,1,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,14,morpho_2
Apis mellifera,Elpinar,4,Lavandula stoechas,Apis,mellifera,transect,no_captured,NA,3,morpho_2
Apis mellifera,PinaresdeHinojos,2,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,2,morpho_2
Apis mellifera,CotitodeSantaTeresa,5,Lavandula stoechas,Apis,mellifera,transect,no_captured,NA,5,morpho_2
Apis mellifera,LaCunya,4,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,LaCunya,4,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Esparragal,2,Halimium commutatum,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,CotitodeSantaTeresa,6,Cistus crispus,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,ConventodelaLuz,5,Teucrium fruticans,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Lasmulas,4,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Aznalcazar,5,Cistus monspeliensis,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Lasmulas,2,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,3,morpho_2
Apis mellifera,Esparragal,4,Lavandula pedunculata,Apis,mellifera,transect,no_captured,NA,24,morpho_2
Apis mellifera,Aznalcazar,3,Cistus salvifolius,Apis,mellifera,transect,BF225,worker,6,morpho_2
Apis mellifera,Urbanizaciones,1,Ulex australis,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Aznalcazar,1,Teucrium fruticans,Apis,mellifera,transect,no_captured,worker,11,morpho_2
Apis mellifera,Aznalcazar,2,Teucrium fruticans,Apis,mellifera,transect,no_captured,worker,18,morpho_2
Apis mellifera,ConventodelaLuz,3,Retama monosperma,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Villamanriquesur,5,Cistus salvifolius,Apis,mellifera,transect,no_captured,worker,56,morpho_2
Apis mellifera,Bonares,3,Cistus salvifolius,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Aznalcazar,2,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,2,morpho_2
Apis mellifera,ConventodelaLuz,5,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,4,morpho_2
Apis mellifera,Villamanriquesur,4,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,ConventodelaLuz,1,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,51,morpho_2
Apis mellifera,Elpozo,1,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,NA,morpho_2
Apis mellifera,Pinodelcuervo,2,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,2,morpho_2
Apis mellifera,Pinodelcuervo,2,Ulex australis,Apis,mellifera,transect,no_captured,worker,6,morpho_2
Apis mellifera,Bonares,2,Halimium commutatum,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Pinodelcuervo,2,Halimium commutatum,Apis,mellifera,transect,no_captured,worker,2,morpho_2
Apis mellifera,Bonares,2,Cistus salvifolius,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Elpozo,2,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,72,morpho_2
Apis mellifera,LaCunya,3,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Bonares,4,Lavandula pedunculata,Apis,mellifera,transect,no_captured,worker,26,morpho_2
Apis mellifera,Elpinar,2,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,11,morpho_2
Apis mellifera,Aznalcazar,1,Cistus ladanifer,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,Niebla,6,Cistus monspeliensis,Apis,mellifera,transect,no_captured,worker,4,morpho_2
Apis mellifera,Villamanriquesur,1,Rosmarinus officinalis,Apis,mellifera,transect,no_captured,worker,36,morpho_2
Apis mellifera,ConventodelaLuz,2,Teucrium fruticans,Apis,mellifera,transect,no_captured,worker,70,morpho_2
Apis mellifera,Bonares,2,Lavandula stoechas,Apis,mellifera,focal,no_captured,worker,12,morpho_2
Apis mellifera,CotitodeSantaTeresa,1,Rosmarinus officinalis,Apis,mellifera,focal,no_captured,worker,2,morpho_2
Apis mellifera,Pinodelcuervo,1,Ulex australis,Apis,mellifera,focal,no_captured,worker,NA,morpho_2
Apis mellifera,Pinodelcuervo,4,Lavandula stoechas,Apis,mellifera,focal,no_captured,NA,1,morpho_2
Apis mellifera,Villamanriquesur,6,Cistus crispus,Apis,mellifera,transect,no_captured,worker,19,morpho_2
Apis mellifera,Villamanriquesur,6,Cistus salvifolius,Apis,mellifera,transect,no_captured,worker,3,morpho_2
Apis mellifera,CotitodeSantaTeresa,3,Lavandula stoechas,Apis,mellifera,transect,no_captured,worker,56,morpho_2
Apis mellifera,Bonares,3,Halimium commutatum,Apis,mellifera,transect,no_captured,worker,5,morpho_2
Apis mellifera,Villamanriqueeste,4,Genista hirsuta,Apis,mellifera,transect,no_captured,worker,15,morpho_2
Apis mellifera,ConventodelaLuz,3,Teucrium fruticans,Apis,mellifera,focal,no_captured,worker,1,morpho_2
Apis mellifera,Niebla,2,Asphodelus fistulosus,Apis,mellifera,transect,no_captured,worker,6,morpho_2
Apis mellifera,Elpozo,1,Erica scoparia,Apis,mellifera,transect,no_captured,worker,9,morpho_2
Apis mellifera,Urbanizaciones,5,Cistus salvifolius,Apis,mellifera,transect,no_captured,worker,4,morpho_2
