Pollinator_gen_sp,Site_ID,Round,Plant_gen_sp,Pollinator_genus,Pollinator_species,Out,Pollinator_id,Pollinator_sex,Frequency,Morphospecie2
Dasypoda iberica,Villamanriqueeste,4,Cistus salvifolius,Dasypoda,iberica,out,BF144,male,1,morpho_108
Dasypoda sp,Urbanizaciones,5,Tuberaria guttata,Dasypoda,sp,transect,no_captured,NA,1,morpho_108
Dasypoda sp,Esparragal,6,Cistus libanotis,Dasypoda,sp,transect,no_captured,NA,1,morpho_108
Dasypoda sp,Bonares,4,Cistus salvifolius,Dasypoda,sp,focal,PERDIDO,NA,1,morpho_108
Dasypoda sp,Niebla,4,Cistus ladanifer,Dasypoda,sp,focal,PERDIDO,female,1,morpho_108
Dasypoda sp,Villamanriquesur,5,Cistus crispus,Dasypoda,sp,focal,PERDIDO,female,1,morpho_108
Dasypoda sp,Urbanizaciones,5,Cistus salvifolius,Dasypoda,sp,transect,no_captured,NA,1,morpho_108
Dasypoda sp,Aznalcazar,6,Cistus crispus,Dasypoda,sp,out,no_captured,NA,1,morpho_108
Dasypoda sp,LaRocina,7,Lavandula pedunculata,Dasypoda,sp,transect,no_captured,male,4,morpho_108
Dasypoda sp,LaRocina,4,Anchusa azurea,Dasypoda,sp,out,no_captured,NA,1,morpho_108
Dasypoda sp,CotitodeSantaTeresa,4,Cistus salvifolius,Dasypoda,sp,out,no_captured,NA,1,morpho_108
Dasypoda visnaga,Urbanizaciones,5,Cistus crispus,Dasypoda,visnaga,out,PERDIDO,female,1,morpho_108
Dasypogon morpho1,Aznalcazar,7,Myrtus communis,Dasypogon,morpho1,out,BF455,female,1,morpho_34
Dasypogon morpho1,LaRocina,7,Myrtus communis,Dasypogon,morpho1,out,BF450,female,NA,morpho_34
Dasypogon morpho1,Bonares,7,Thapsia villosa,Dasypogon,morpho1,transect,BF453,female,1,morpho_34
Dasypogon sp,Aznalcazar,7,Myrtus communis,Dasypogon,sp,focal,BF451,female,1,morpho_34
Derelomus chamaeropis,CotitodeSantaTeresa,5,Chamaerops humilis,Derelomus,chamaeropis,out,no_captured,NA,3,morpho_6
Dilophus morpho1,Villamanriqueeste,4,Cistus salvifolius,Dilophus,morpho1,out,BF448,NA,2,morpho_36
Dilophus morpho1,Villamanriquesur,4,Cistus salvifolius,Dilophus,morpho1,out,BF447,NA,1,morpho_36
Dilophus morpho1,Villamanriquesur,4,Cistus salvifolius,Dilophus,morpho1,out,BF444,NA,2,morpho_36
Dilophus morpho1,Villamanriqueeste,4,Cistus salvifolius,Dilophus,morpho1,out,BF446,NA,1,morpho_36
Dilophus morpho1,Villamanriquesur,4,Cistus salvifolius,Dilophus,morpho1,out,BF445,NA,1,morpho_36
Dilophus morpho1,Villamanriquesur,4,Cistus salvifolius,Dilophus,morpho1,out,BF449,NA,1,morpho_36
Dischistus morpho1,LaRocina,6,Lavandula pedunculata,Dischistus,morpho1,transect,BF367,male,1,morpho_47
Dischistus senex,Pinodelcuervo,6,Asphodelus fistulosus,Dischistus,senex,out,BF375,male,1,morpho_47
Dischistus senex,Urbanizaciones,7,Lavandula pedunculata,Dischistus,senex,transect,BF385,male,3,morpho_47
Dischistus senex,Villamanriqueeste,7,Cistus crispus,Dischistus,senex,transect,BF391,male,1,morpho_47
Dischistus senex,Elpozo,5,Lavandula stoechas,Dischistus,senex,out,BF369,male,2,morpho_47
Dischistus senex,Bonares,5,Thapsia villosa,Dischistus,senex,out,BF373,male,1,morpho_47
Dischistus senex,LaRocina,6,Linaria viscosa,Dischistus,senex,transect,BF368,female,1,morpho_47
Dolichovespula sp,CotitodeSantaTeresa,4,Cistus albidus,Dolichovespula,sp,focal,no_captured,NA,1,morpho_27
Empis morpho1,Aznalcazar,4,Asphodelus fistulosus,Empis,morpho1,transect,no_captured,NA,5,morpho_38
Empis morpho1,Bonares,1,Cistus ladanifer,Empis,morpho1,transect,BF10,male,2,morpho_38
Empis morpho1,Villamanriquesur,4,Lavandula stoechas,Empis,morpho1,out,BF441,female,1,morpho_38
Empis morpho1,Villamanriquesur,4,Lavandula stoechas,Empis,morpho1,out,BF439,NA,1,morpho_38
Empis morpho1,Urbanizaciones,7,Lavandula pedunculata,Empis,morpho1,out,BF454,NA,1,morpho_38
Empis morpho1,Elpozo,2,Rosmarinus officinalis,Empis,morpho1,focal,BF387,male,3,morpho_38
Empis morpho1,LaCunya,4,Cistus salvifolius,Empis,morpho1,transect,no_captured,NA,1,morpho_38
Empis morpho2,Villamanriquesur,4,Lavandula stoechas,Empis,morpho2,out,BF443,NA,2,morpho_38
Empis morpho2,Villamanriquesur,4,Lavandula stoechas,Empis,morpho2,out,BF442,female,1,morpho_38
Empis morpho2,PinaresdeHinojos,7,Mentha pulegium,Empis,morpho2,out,BF457,NA,1,morpho_38
Empis sp,Villamanriquesur,4,Lavandula stoechas,Empis,sp,transect,no_captured,NA,2,morpho_38
Empis sp,Lasmulas,4,Lavandula stoechas,Empis,sp,focal,PERDIDO,NA,1,morpho_38
Empis sp,Bonares,1,Cistus ladanifer,Empis,sp,transect,no_captured,NA,2,morpho_38
Empis sp,Lasmulas,4,Cistus ladanifer,Empis,sp,out,PERDIDO,NA,1,morpho_38
Empis sp,Villamanriqueeste,2,Cistus salvifolius,Empis,sp,focal,no_captured,NA,1,morpho_38
Empis sp,Villamanriquesur,4,Lavandula stoechas,Empis,sp,focal,no_captured,NA,4,morpho_38
Empis sp,CotitodeSantaTeresa,1,Asphodelus fistulosus,Empis,sp,focal,no_captured,NA,1,morpho_38
Empis sp,Villamanriquesur,4,Lavandula stoechas,Empis,sp,focal,no_captured,NA,4,morpho_38
Empis sp,Villamanriquesur,4,Lavandula stoechas,Empis,sp,focal,no_captured,NA,7,morpho_38
Empis sp,Villamanriquesur,3,Cistus salvifolius,Empis,sp,transect,no_captured,NA,1,morpho_38
Empis sp,Lasmulas,5,Cistus ladanifer,Empis,sp,transect,no_captured,NA,1,morpho_38
Empis sp,Bonares,2,Cistus ladanifer,Empis,sp,focal,no_captured,NA,1,morpho_38
Empis tessellata,Villamanriquesur,4,Lavandula stoechas,Empis,tessellata,out,BF440,male,1,morpho_37
Empis tessellata,Bonares,4,Cistus salvifolius,Empis,tessellata,focal,BF393,female,1,morpho_37
Empis tessellata,Elpinar,3,Cistus albidus,Empis,tessellata,transect,BF388,female,4,morpho_37
Empis testacea,Villamanriquesur,3,Halimium commutatum,Empis,testacea,focal,no_captured,NA,1,morpho_37
Empis testacea,Lasmulas,2,Lavandula stoechas,Empis,testacea,focal,PERDIDO,NA,1,morpho_37
Empis testacea,Elpinar,2,Cistus albidus,Empis,testacea,focal,no_captured,NA,1,morpho_37
Empis testacea,LaCunya,3,Cistus salvifolius,Empis,testacea,focal,no_captured,NA,1,morpho_37
Empis testacea,Villamanriquesur,4,Halimium commutatum,Empis,testacea,focal,no_captured,NA,1,morpho_37
Empis testacea,PinaresdeHinojos,3,Cistus salvifolius,Empis,testacea,focal,no_captured,NA,1,morpho_37
Empis testacea,Lasmulas,3,Cistus ladanifer,Empis,testacea,transect,no_captured,NA,1,morpho_37
Empis testacea,Bonares,3,Cistus salvifolius,Empis,testacea,focal,no_captured,NA,1,morpho_37
Eodynerus posticus,Villamanriqueeste,7,Myrtus communis,Eodynerus,posticus,out,BF687,female,1,NA
Episyrphus balteatus,Esparragal,1,Halimium commutatum,Episyrphus,balteatus,focal,no_captured,NA,1,morpho_52
Episyrphus balteatus,Esparragal,5,Halimium commutatum,Episyrphus,balteatus,focal,no_captured,NA,1,morpho_52
Episyrphus balteatus,Niebla,6,Convolvulus arvensis,Episyrphus,balteatus,transect,BF417,female,4,morpho_52
Episyrphus balteatus,Esparragal,6,Cistus libanotis,Episyrphus,balteatus,transect,no_captured,NA,1,morpho_52
Episyrphus balteatus,Niebla,5,Cistus monspeliensis,Episyrphus,balteatus,focal,no_captured,NA,1,morpho_52
Episyrphus balteatus,Niebla,5,Convolvulus althaeoides,Episyrphus,balteatus,out,no_captured,NA,2,morpho_52
Episyrphus balteatus,Esparragal,5,Halimium halimifolium,Episyrphus,balteatus,focal,no_captured,NA,1,morpho_52
Episyrphus balteatus,Pinodelcuervo,1,Rosmarinus officinalis,Episyrphus,balteatus,focal,BF416,male,1,morpho_52
Episyrphus balteatus,LaRocina,6,Lavandula pedunculata,Episyrphus,balteatus,transect,BF411,female,1,morpho_52
Episyrphus balteatus,Villamanriqueeste,4,Cistus salvifolius,Episyrphus,balteatus,transect,BF423,female,2,morpho_52
Episyrphus balteatus,Bonares,5,Thapsia villosa,Episyrphus,balteatus,out,BF427,female,1,morpho_52
Eristalinus megacephalus,Aznalcazar,7,Myrtus communis,Eristalinus,megacephalus,out,BF466,female,2,morpho_30
Eristalinus megacephalus,Aznalcazar,7,Myrtus communis,Eristalinus,megacephalus,out,BF465,male,1,morpho_30
Eristalinus taeniops,Villamanriquesur,5,Cistus salvifolius,Eristalinus,taeniops,transect,BF426,male,3,morpho_30
Eristalinus taeniops,Aznalcazar,7,Myrtus communis,Eristalinus,taeniops,out,BF464,female,5,morpho_30
Eristalinus taeniops,LaRocina,7,Myrtus communis,Eristalinus,taeniops,focal,BF435,female,5,morpho_30
Eristalinus taeniops,ConventodelaLuz,7,Acacia dealbata,Eristalinus,taeniops,out,BF437,male,2,morpho_30
Eristalinus taeniops,ConventodelaLuz,7,Acacia dealbata,Eristalinus,taeniops,out,BF425,female,2,morpho_30
Eristalinus taeniops,ConventodelaLuz,7,Acacia dealbata,Eristalinus,taeniops,out,BF431,male,4,morpho_30
Eristalis arbustorum,Lasmulas,1,Cistus ladanifer,Eristalis,arbustorum,focal,no_captured,NA,1,morpho_30
Eristalis arbustorum,Aznalcazar,7,Cistus crispus,Eristalis,arbustorum,transect,BF419,female,3,morpho_30
Eristalis morpho1,ConventodelaLuz,7,Acacia dealbata,Eristalis,morpho1,out,BF413,NA,6,morpho_30
Eristalis similis,Lasmulas,2,Cistus ladanifer,Eristalis,similis,transect,BF432,male,3,morpho_30
Eristalis sp,Bonares,4,Cistus salvifolius,Eristalis,sp,transect,no_captured,NA,4,morpho_30
Eristalis sp,Pinodelcuervo,3,Cistus ladanifer,Eristalis,sp,out,no_captured,NA,2,morpho_30
Eristalis sp,Villamanriqueeste,2,Cistus ladanifer,Eristalis,sp,transect,no_captured,NA,1,morpho_30
Eristalis tenax,LaRocina,2,Rosmarinus officinalis,Eristalis,tenax,transect,no_captured,NA,2,morpho_30
Eristalis tenax,Bonares,2,Cistus salvifolius,Eristalis,tenax,focal,no_captured,NA,1,morpho_30
Eristalis tenax,Pinodelcuervo,1,Halimium commutatum,Eristalis,tenax,focal,no_captured,NA,1,morpho_30
Eristalis tenax,Urbanizaciones,5,Cistus salvifolius,Eristalis,tenax,transect,no_captured,NA,2,morpho_30
Eristalis tenax,LaRocina,1,Halimium commutatum,Eristalis,tenax,focal,no_captured,NA,1,morpho_30
Eristalis tenax,Lasmulas,4,Cistus ladanifer,Eristalis,tenax,out,no_captured,NA,1,morpho_30
Eucera alternans,Elpinar,6,Convolvulus arvensis,Eucera,alternans,transect,BF573,female,4,morpho_16
Eucera alternans,LaCunya,6,Cistus salvifolius,Eucera,alternans,out,BF566,female,1,morpho_16
Eucera alternans,Aznalcazar,4,Teucrium fruticans,Eucera,alternans,transect,BF542,male,6,morpho_16
Eucera alternans,ConventodelaLuz,4,Cistus ladanifer,Eucera,alternans,transect,BF543,female,3,morpho_16
Eucera bolivari,LaRocina,4,Anchusa azurea,Eucera,bolivari,focal,BF709,male,1,morpho_16
Eucera bolivari,Niebla,1,Astragalus lusitanicus,Eucera,bolivari,focal,BF710,male,1,morpho_16
Eucera bolivari,Villamanriquesur,3,Cistus salvifolius,Eucera,bolivari,transect,BF569,male,7,morpho_16
Eucera caspica,Villamanriqueeste,3,Cistus salvifolius,Eucera,caspica,out,BF554,male,5,morpho_16
Eucera caspica,Esparragal,4,Diplotaxis virgata,Eucera,caspica,out,BF568,male,3,morpho_16
Eucera caspica,Villamanriqueeste,3,Cistus salvifolius,Eucera,caspica,out,BF557,male,2,morpho_16
Eucera caspica,Villamanriqueeste,4,Cistus salvifolius,Eucera,caspica,focal,BF583,NA,2,morpho_16
Eucera chrysopyga,Lasmulas,7,Cistus crispus,Eucera,chrysopyga,transect,BF585,female,2,morpho_16
Eucera chrysopyga,CotitodeSantaTeresa,3,Lavandula stoechas,Eucera,chrysopyga,transect,BF560,male,2,morpho_16
Eucera chrysopyga,Lasmulas,7,Cistus crispus,Eucera,chrysopyga,transect,BF572,female,2,morpho_16
Eucera codinai,Villamanriqueeste,3,Cistus salvifolius,Eucera,codinai,out,BF551,male,1,morpho_16
Eucera codinai,CotitodeSantaTeresa,6,Cistus salvifolius,Eucera,codinai,transect,BF578,male,2,morpho_16
Eucera codinai,Aznalcazar,7,Cistus crispus,Eucera,codinai,transect,BF574,female,3,morpho_16
Eucera codinai,Villamanriqueeste,4,Cistus salvifolius,Eucera,codinai,focal,BF582,NA,1,morpho_16
Eucera codinai,Villamanriqueeste,3,Cistus salvifolius,Eucera,codinai,out,BF563,male,3,morpho_16
Eucera codinai,CotitodeSantaTeresa,6,Cistus crispus,Eucera,codinai,transect,BF577,male,4,morpho_16
Eucera collaris,Aznalcazar,3,Cistus salvifolius,Eucera,collaris,transect,BF561,male,4,morpho_16
Eucera collaris,Elpinar,5,Convolvulus arvensis,Eucera,collaris,out,BF576,female,2,morpho_16
Eucera collaris,Bonares,4,Lavandula pedunculata,Eucera,collaris,transect,BF556,female,2,morpho_16
Eucera collaris,Bonares,5,Cistus salvifolius,Eucera,collaris,focal,BF571,female,2,morpho_16
Eucera collaris,Aznalcazar,7,Cistus crispus,Eucera,collaris,out,BF584,female,3,morpho_16
Eucera collaris,Niebla,6,Carduus sp,Eucera,collaris,transect,BF570,female,1,morpho_16
Eucera collaris,Villamanriqueeste,5,Cistus crispus,Eucera,collaris,transect,BF547,female,1,morpho_16
Eucera collaris,Niebla,4,Lavandula pedunculata,Eucera,collaris,transect,BF549,female,3,morpho_16
Eucera collaris,Villamanriquesur,3,Cistus salvifolius,Eucera,collaris,transect,BF565,male,1,morpho_16
Eucera collaris,Esparragal,3,Lavandula stoechas,Eucera,collaris,transect,BF567,male,4,morpho_16
Eucera collaris,Esparragal,4,Cistus salvifolius,Eucera,collaris,out,BF564,female,2,morpho_16
Eucera elongatula,Bonares,4,Cistus salvifolius,Eucera,elongatula,transect,BF548,male,2,morpho_16
Eucera elongatula,Bonares,7,Cistus crispus,Eucera,elongatula,out,BF580,female,1,morpho_16
Eucera elongatula,Aznalcazar,3,Teucrium fruticans,Eucera,elongatula,transect,BF550,male,1,morpho_16
Eucera elongatula,LaRocina,2,Cistus ladanifer,Eucera,elongatula,focal,BF714,male,1,morpho_16
Eucera elongatula,Aznalcazar,2,Asphodelus fistulosus,Eucera,elongatula,focal,BF713,male,1,morpho_16
Eucera elongatula,Bonares,7,Cistus crispus,Eucera,elongatula,out,BF579,female,1,morpho_16
Eucera elongatula,LaRocina,2,Ulex australis,Eucera,elongatula,focal,BF711,male,1,morpho_16
Eucera elongatula,Aznalcazar,3,Cistus crispus,Eucera,elongatula,transect,BF553,female,3,morpho_16
Eucera elongatula,Elpinar,2,Rosmarinus officinalis,Eucera,elongatula,focal,BF712,male,1,morpho_16
Eucera elongatula,CotitodeSantaTeresa,5,Cistus crispus,Eucera,elongatula,focal,BF559,NA,2,morpho_16
Eucera hispaliensis,Villamanriqueeste,3,Cistus ladanifer,Eucera,hispaliensis,out,BF546,male,3,morpho_16
Eucera hispaliensis,LaCunya,5,Cistus salvifolius,Eucera,hispaliensis,focal,no_captured,female,1,morpho_16
Eucera hispaliensis,Aznalcazar,6,Cistus crispus,Eucera,hispaliensis,transect,no_captured,NA,3,morpho_16
Eucera hispaliensis,Villamanriqueeste,2,Lavandula stoechas,Eucera,hispaliensis,focal,BF545,male,1,morpho_16
Eucera notata,Niebla,3,Leontodon taraxacoides,Eucera,notata,transect,BF562,male,5,morpho_16
Eucera notata,Niebla,6,Lavandula stoechas,Eucera,notata,transect,BF575,female,1,morpho_16
Eucera notata,Pinodelcuervo,5,Cistus crispus,Eucera,notata,out,BF581,female,2,morpho_16
Eucera rufa,Esparragal,1,Halimium commutatum,Eucera,rufa,out,BF555,male,2,morpho_16
Eucera sp,Aznalcazar,2,Lavandula stoechas,Eucera,sp,focal,no_captured,male,1,morpho_16
Eucera sp,Lasmulas,4,Lavandula stoechas,Eucera,sp,transect,PERDIDO,female,3,morpho_16
Eucera sp,Bonares,2,Lavandula stoechas,Eucera,sp,focal,no_captured,male,1,morpho_16
Eucera sp,Villamanriquesur,3,Cistus salvifolius,Eucera,sp,transect,no_captured,NA,3,morpho_16
Eucera sp,Urbanizaciones,5,Cistus salvifolius,Eucera,sp,transect,PERDIDO,female,2,morpho_16
Eucera sp,Niebla,2,Astragalus lusitanicus,Eucera,sp,focal,no_captured,male,1,morpho_16
Eucera sp,Aznalcazar,2,Lavandula stoechas,Eucera,sp,focal,no_captured,male,1,morpho_16
Eucera sp,Aznalcazar,4,Teucrium fruticans,Eucera,sp,transect,no_captured,male,5,morpho_16
Eucera sp,Bonares,2,Halimium commutatum,Eucera,sp,transect,no_captured,female,2,morpho_16
Eucera sp,CotitodeSantaTeresa,5,Lavandula stoechas,Eucera,sp,transect,no_captured,NA,6,morpho_16
Eucera sp,Aznalcazar,3,Lavandula stoechas,Eucera,sp,focal,no_captured,male,1,morpho_16
Eucera sp,Elpinar,2,Rosmarinus officinalis,Eucera,sp,transect,no_captured,NA,2,morpho_16
Eucera sp,Aznalcazar,4,Teucrium fruticans,Eucera,sp,transect,no_captured,male,4,morpho_16
Eucera sp,Bonares,2,Cistus salvifolius,Eucera,sp,focal,no_captured,male,1,morpho_16
Eucera sp,Niebla,4,Cistus crispus,Eucera,sp,out,no_captured,male,1,morpho_16
Eucera sp,Esparragal,2,Lavandula stoechas,Eucera,sp,focal,no_captured,male,1,morpho_16
Eucera sp,LaCunya,5,Lavandula pedunculata,Eucera,sp,focal,PERDIDO,NA,1,morpho_16
Euchloe crameri,Pinodelcuervo,1,Rosmarinus officinalis,Euchloe,crameri,focal,no_captured,NA,1,morpho_96
Euchloe crameri,LaRocina,1,Halimium commutatum,Euchloe,crameri,focal,no_captured,female,1,morpho_96
Eumenes coarctatus,Villamanriqueeste,5,Cistus crispus,Eumenes,coarctatus,transect,BF676,female,2,morpho_40
Exosoma lusitanicum,ConventodelaLuz,5,Cistus ladanifer,Exosoma,lusitanicum,transect,BF484,NA,1,morpho_73
Exosoma lusitanicum,Niebla,7,Andryala integrifolia,Exosoma,lusitanicum,transect,BF482,NA,2,morpho_73
Exosoma lusitanicum,Villamanriqueeste,2,Cistus ladanifer,Exosoma,lusitanicum,focal,no_captured,NA,1,morpho_73
Exosoma lusitanicum,Bonares,4,Taraxacum vulgare,Exosoma,lusitanicum,out,BF481,NA,1,morpho_73
Exosoma lusitanicum,Villamanriquesur,7,Andryala integrifolia,Exosoma,lusitanicum,transect,BF480,NA,3,morpho_73
Exosoma lusitanicum,Lasmulas,4,Ranunculus tribbus,Exosoma,lusitanicum,out,no_captured,NA,1,morpho_73
Exosoma lusitanicum,Bonares,4,Cistus salvifolius,Exosoma,lusitanicum,focal,BF483,NA,1,morpho_73
Flavipanurgus venustus,Urbanizaciones,6,Cistus crispus,Flavipanurgus,venustus,transect,BF249,male,3,morpho_60
Flavipanurgus venustus,Villamanriqueeste,7,Cistus crispus,Flavipanurgus,venustus,transect,no_captured,NA,4,morpho_60
Flavipanurgus venustus,Urbanizaciones,5,Cistus crispus,Flavipanurgus,venustus,out,BF251,male,1,morpho_60
Flavipanurgus venustus,Pinodelcuervo,6,Cistus crispus,Flavipanurgus,venustus,out,no_captured,female,1,morpho_60
Flavipanurgus venustus,Pinodelcuervo,6,Asphodelus fistulosus,Flavipanurgus,venustus,focal,BF239,female,2,morpho_60
Flavipanurgus venustus,Aznalcazar,7,Cistus crispus,Flavipanurgus,venustus,transect,no_captured,female,3,morpho_60
Flavipanurgus venustus,Pinodelcuervo,7,Cistus crispus,Flavipanurgus,venustus,transect,BF240,male,4,morpho_60
Flavipanurgus venustus,Urbanizaciones,5,Cistus crispus,Flavipanurgus,venustus,out,BF241,male,2,morpho_60
Flavipanurgus venustus,Urbanizaciones,6,Cistus crispus,Flavipanurgus,venustus,transect,BF241,male,5,morpho_60
Flavipanurgus venustus,Urbanizaciones,5,Cistus crispus,Flavipanurgus,venustus,out,BF250,male,1,morpho_60
Flavipanurgus venustus,Urbanizaciones,6,Cistus crispus,Flavipanurgus,venustus,transect,BF246,male,5,morpho_60
Flavipanurgus venustus,Urbanizaciones,7,Cistus crispus,Flavipanurgus,venustus,transect,no_captured,male,11,morpho_60
Flavipanurgus venustus,CotitodeSantaTeresa,5,Cistus crispus,Flavipanurgus,venustus,focal,no_captured,male,1,morpho_60
Flavipanurgus venustus,Aznalcazar,7,Cistus crispus,Flavipanurgus,venustus,transect,no_captured,male,3,morpho_60
Flavipanurgus venustus,Lasmulas,7,Cistus crispus,Flavipanurgus,venustus,transect,no_captured,male,17,morpho_60
Flavipanurgus venustus,Aznalcazar,7,Cistus crispus,Flavipanurgus,venustus,transect,BF252,male,5,morpho_60
Flavipanurgus venustus,Villamanriqueeste,7,Cistus crispus,Flavipanurgus,venustus,transect,no_captured,NA,2,morpho_60
Flavipanurgus venustus,Lasmulas,7,Cistus crispus,Flavipanurgus,venustus,transect,no_captured,female,14,morpho_60
Flavipanurgus venustus,Urbanizaciones,7,Cistus crispus,Flavipanurgus,venustus,transect,BF247,male,10,morpho_60
Flavipanurgus venustus,Lasmulas,7,Cistus crispus,Flavipanurgus,venustus,transect,BF243,female,3,morpho_60
Flavipanurgus venustus,Lasmulas,7,Cistus crispus,Flavipanurgus,venustus,transect,BF245,male,5,morpho_60
Flavipanurgus venustus,Lasmulas,7,Cistus crispus,Flavipanurgus,venustus,transect,BF242,female,3,morpho_60
Flavipanurgus venustus,Aznalcazar,7,Cistus crispus,Flavipanurgus,venustus,transect,BF244,male,1,morpho_60
Flavipanurgus venustus,Villamanriqueeste,5,Cistus crispus,Flavipanurgus,venustus,focal,PERDIDO,male,1,morpho_60
Flavipanurgus venustus,CotitodeSantaTeresa,5,Cistus crispus,Flavipanurgus,venustus,focal,no_captured,male,1,morpho_60
Glaucopsyche alexis,Lasmulas,3,Lavandula stoechas,Glaucopsyche,alexis,focal,no_captured,NA,1,morpho_88
Glaucopsyche alexis,PinaresdeHinojos,5,Cistus salvifolius,Glaucopsyche,alexis,out,no_captured,NA,1,morpho_88
Glaucopsyche alexis,Villamanriquesur,3,Lavandula stoechas,Glaucopsyche,alexis,focal,no_captured,NA,1,morpho_88
Graphosoma lineatum,Bonares,7,Thapsia villosa,Graphosoma,lineatum,transect,BF486,female,4,morpho_63
Graphosoma lineatum,Bonares,7,Thapsia villosa,Graphosoma,lineatum,transect,BF485,male,4,morpho_63
Halictus quadricinctus,LaCunya,5,Cistus salvifolius,Halictus,quadricinctus,focal,no_captured,female,1,morpho_57
Halictus scabiosae,Niebla,7,Taraxacum vulgare,Halictus,scabiosae,transect,BF101,female,3,morpho_124
Halictus scabiosae,Bonares,7,Thymus mastichina,Halictus,scabiosae,transect,BF102,female,2,morpho_124
Halictus tridivisus,Esparragal,7,Armeria velutina,Halictus,tridivisus,transect,BF84,male,4,morpho_112
Halictus tridivisus,Esparragal,7,Scabiosa atropurpurea,Halictus,tridivisus,transect,BF79,male,1,morpho_112
Heliotaurus ruficollis,Aznalcazar,7,Cistus crispus,Heliotaurus,ruficollis,transect,BF479,NA,2,morpho_67
Heliotaurus ruficollis,Pinodelcuervo,4,Lavandula stoechas,Heliotaurus,ruficollis,focal,no_captured,NA,2,morpho_67
Heliotaurus ruficollis,LaCunya,5,Cistus salvifolius,Heliotaurus,ruficollis,transect,BF478,NA,2,morpho_67
Heliotaurus ruficollis,Niebla,5,Cistus monspeliensis,Heliotaurus,ruficollis,focal,no_captured,NA,3,morpho_67
Heliotaurus ruficollis,Niebla,5,Linaria viscosa,Heliotaurus,ruficollis,transect,BF476,NA,3,morpho_67
Heliotaurus ruficollis,Lasmulas,5,Cistus crispus,Heliotaurus,ruficollis,out,no_captured,NA,1,morpho_67
Heliotaurus ruficollis,Elpozo,5,Cistus salvifolius,Heliotaurus,ruficollis,transect,BF477,NA,2,morpho_67
Heliotaurus ruficollis,Lasmulas,6,Cistus salvifolius,Heliotaurus,ruficollis,transect,no_captured,NA,2,morpho_67
Heliotaurus ruficollis,Niebla,6,Cistus monspeliensis,Heliotaurus,ruficollis,transect,no_captured,NA,2,morpho_67
Helophilus sp,Villamanriqueeste,4,Cistus salvifolius,Helophilus,sp,transect,no_captured,NA,2,morpho_29
Helophilus trivittatus,Urbanizaciones,6,Cirsium vulgare,Helophilus,trivittatus,out,PERDIDO,female,NA,morpho_29
Helophilus trivittatus,LaRocina,7,Lavandula pedunculata,Helophilus,trivittatus,transect,no_captured,female,5,morpho_29
Helophilus trivittatus,Elpozo,4,Cistus ladanifer,Helophilus,trivittatus,out,no_captured,NA,2,morpho_29
Helophilus trivittatus,LaRocina,6,Lavandula pedunculata,Helophilus,trivittatus,transect,no_captured,NA,1,morpho_29
Helophilus trivittatus,LaRocina,6,Lavandula pedunculata,Helophilus,trivittatus,transect,no_captured,NA,4,morpho_29
Helophilus trivittatus,LaRocina,5,Lavandula pedunculata,Helophilus,trivittatus,transect,no_captured,male,2,morpho_29
Heriades crenulatus,LaRocina,3,Halimium commutatum,Heriades,crenulatus,transect,BF24,male,4,morpho_123
Heriades crenulatus,Esparragal,6,Linaria viscosa,Heriades,crenulatus,out,BF295,female,1,morpho_123
Heriades crenulatus,CotitodeSantaTeresa,6,Thapsia villosa,Heriades,crenulatus,transect,BF690,female,2,morpho_123
Heriades crenulatus,Niebla,6,Convolvulus arvensis,Heriades,crenulatus,transect,BF637,male,3,morpho_123
Heriades truncorum,LaRocina,7,Lavandula pedunculata,Heriades,truncorum,transect,BF302,male,2,morpho_123
Hoplitis adunca,Villamanriquesur,7,Myrtus communis,Hoplitis,adunca,focal,BF643,male,18,morpho_128
Hoplitis adunca,LaRocina,4,Anchusa azurea,Hoplitis,adunca,out,no_captured,female,1,morpho_128
Hoplitis adunca,Aznalcazar,6,Echium plantagineum,Hoplitis,adunca,transect,BF635,female,1,morpho_128
Hoplitis adunca,LaRocina,5,Anchusa azurea,Hoplitis,adunca,out,no_captured,female,1,morpho_128
Hoplitis adunca,Aznalcazar,7,Cistus crispus,Hoplitis,adunca,transect,BF162,female,2,morpho_128
Hoplitis antigae,Pinodelcuervo,6,Asphodelus fistulosus,Hoplitis,antigae,out,BF641,male,1,morpho_128
Hoplitis papaveris,Bonares,7,Thymus mastichina,Hoplitis,papaveris,transect,BF163,female,3,morpho_128
Hoplitis sp,Urbanizaciones,6,Cirsium vulgare,Hoplitis,sp,out,no_captured,female,NA,morpho_128
Hoplitis tridentata,LaRocina,4,Lavandula pedunculata,Hoplitis,tridentata,transect,BF639,female,2,morpho_128
Hylaeus variegatus,LaRocina,5,Malva sp,Hylaeus,variegatus,out,no_captured,male,1,morpho_110
Ichneumonidae morpho1,ConventodelaLuz,6,Halimium halimifolium,Ichneumonidae,morpho1,transect,BF680,NA,1,morpho_56
Lachnaia tristigmia,Elpinar,5,Convolvulus arvensis,Lachnaia,tristigmia,out,BF471,NA,1,morpho_68
Lachnaia tristigmia,Pinodelcuervo,4,Cistus salvifolius,Lachnaia,tristigmia,out,BF473,NA,1,morpho_68
Lasiglossum crenicornis,Elpozo,7,Myrtus communis,Lasiglossum,crenicornis,focal,BF646,female,8,morpho_58
